#{"t_start": 1779789049.760507, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,2,3.100244
0.0,4,3.103539
0.0,2,3.105322
1.0,3,3.107808
0.0,3,3.11036
1.0,4,3.113739
0.0,6,3.118644
0.067513,2,3.120359
0.0,4,3.123661
-0.754241,3,3.126194
0.0,3,3.128662
-0.686669,3,3.13118
0.0,4,3.134538
0.0,2,3.136261
-1.0,3,3.138786
0.0,3,3.141267
0.0,4,3.144555
-1.0,4,3.147965
-0.317595,3,3.150457
0.0,3,3.153102
0.0,3,3.155627
-0.566786,3,3.158094
-0.577166,4,3.161415
-0.954014,3,3.163934
-0.969579,3,3.166405
0.0,3,3.168925
0.0,2,3.17055
1.5,2,3.172106
0.0,5,3.176265
0.0,3,3.178794
0.0,5,3.182995
0.0,2,3.184645
0.0,3,3.187155
0.0,2,3.18886
-0.24608,4,3.192128
0.0,3,3.194642
-0.851539,3,3.197183
0.0,3,3.199613
-0.262966,2,3.201359
0.0,2,3.203023
0.0,2,3.204754
-0.130221,3,3.207223
0.0,3,3.209754
0.0,4,3.213095
0.0,3,3.215591
0.0,3,3.218106
1.0,4,3.22139
-1.0,3,3.223939
-1.0,3,3.226477
0.0,2,3.228295
-0.905426,4,3.231616
-1.0,4,3.234879
0.0,3,3.237418
0.0,3,3.239914
0.0,5,3.244043
0.0,3,3.24658
-1.0,6,3.251407
0.0,3,3.253922
0.0,4,3.257188
0.0,2,3.259002
-0.382401,4,3.262455
0.0,4,3.265857
0.0,3,3.268364
-1.0,3,3.270797
-0.094167,5,3.276094
-1.0,3,3.279537
0.0,3,3.282818
0.0,3,3.286186
0.845834,2,3.288394
-0.803223,3,3.291788
-0.234256,3,3.295361
0.0,4,3.299107
-1.0,4,3.302404
0.0,5,3.306596
-1.0,3,3.309241
0.343821,3,3.311846
0.0,4,3.315134
-0.208384,4,3.318613
0.0,4,3.321945
0.0,4,3.325202
0.0,3,3.327712
-1.0,2,3.32937
0.0,3,3.331861
-0.470981,3,3.334397
0.0,3,3.337157
0.0,4,3.340503
0.0,3,3.343014
-1.0,3,3.345514
0.0,4,3.348807
0.0,4,3.352011
-0.36995,5,3.356102
0.0,4,3.359395
0.0,3,3.361886
-1.0,3,3.364397
0.0,2,3.36604
0.0,2,3.367738
-1.0,2,3.369402
-1.0,3,3.371842
-1.0,4,3.375112
-0.291494,3,3.377602
0.0,2,3.379292
0.0,3,3.381738
0.0,6,3.386596
0.0,4,3.389905
0.0,3,3.392474
0.0,3,3.394932
0.223261,3,3.397388
-0.535872,2,3.399058
0.0,4,3.402332
0.0,5,3.406419
-1.0,2,3.408148
0.434688,4,3.411436
-1.0,2,3.413114
0.0,4,3.416366
0.0,5,3.42044
0.0,3,3.42295
-0.93956,4,3.426239
-0.467989,2,3.42789
0.367619,3,3.430396
0.0,2,3.432101
-0.011564,3,3.434606
-0.332247,3,3.437086
0.0,3,3.439572
0.536839,2,3.441219
0.0,4,3.444505
-0.992198,3,3.447019
-1.0,3,3.449498
0.0,3,3.451946
0.0,2,3.453665
0.0,3,3.456157
0.0,5,3.460211
-1.0,5,3.464292
0.0,5,3.468322
-0.65762,2,3.470062
-0.659025,4,3.473412
-0.231708,4,3.476722
0.0,4,3.480082
