#{"t_start": 1779974866.181302, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,3,2.830436
-0.979416,2,2.832266
0.732972,3,2.835527
0.0,3,2.839801
-0.279862,4,2.845091
-0.104429,4,2.850237
0.0,3,2.854977
-0.044616,3,2.859583
0.0,4,2.865388
0.0,3,2.869174
0.0,5,2.875032
0.0,4,2.879017
-1.0,2,2.88105
0.0,3,2.884134
0.0,3,2.886726
-1.0,5,2.89071
0.0,3,2.893179
0.0,4,2.896367
1.0,2,2.898101
0.0,3,2.900654
0.0,7,2.906626
-0.214952,3,2.90915
0.630251,2,2.910839
-0.284908,4,2.914271
-1.0,3,2.916953
0.0,4,2.920781
1.0,4,2.924085
-0.920135,2,2.925709
-0.964024,4,2.928987
0.0,4,2.932255
-0.179632,3,2.935104
0.0,3,2.937861
0.0,2,2.939477
0.0,3,2.941952
0.0,5,2.945954
0.0,2,2.947644
0.0,3,2.950224
-1.0,3,2.952832
0.39677,3,2.955425
0.0,2,2.957155
0.0,4,2.96046
0.0,3,2.962958
0.385207,4,2.966131
0.0,4,2.969606
0.0,2,2.971408
0.0,4,2.974676
0.0,3,2.977137
0.0,3,2.979589
-0.148998,4,2.982856
-1.0,2,2.984523
-0.461709,4,2.987875
-1.0,3,2.990382
0.0,4,2.993767
0.0,3,2.996273
-0.916835,5,3.000312
-1.0,4,3.00379
0.0,3,3.006407
0.0,4,3.009708
0.0,4,3.012972
0.0,3,3.015441
-0.120187,3,3.018036
-0.762649,3,3.020721
0.0,3,3.023222
0.0,2,3.024889
-2.0,2,3.026628
0.0,4,3.029955
0.0,2,3.031604
0.0,4,3.034873
-0.741198,4,3.038157
1.0,2,3.039932
0.0,3,3.042407
0.0,3,3.045153
0.0,4,3.048461
-0.907611,4,3.051704
-1.0,3,3.054234
0.0,3,3.056683
-1.0,3,3.059216
0.0,6,3.064019
0.0,5,3.068095
0.0,4,3.071271
-0.931898,7,3.076913
-0.341581,3,3.079435
0.0,3,3.081853
0.0,3,3.084252
-0.979641,3,3.086734
0.0,3,3.08919
0.0,3,3.091601
-0.833671,4,3.094881
0.055491,2,3.096556
-0.091173,7,3.102163
0.0,3,3.104589
0.0,3,3.107159
0.0,3,3.109689
0.822825,4,3.112925
-0.108313,2,3.114572
-0.559059,2,3.116244
-0.221643,4,3.119486
-1.0,2,3.121132
-0.181282,4,3.124362
0.0,2,3.125954
0.0,3,3.128422
-0.396128,4,3.131623
0.0,2,3.133259
0.905901,2,3.134911
0.0,3,3.137431
0.0,2,3.139103
0.0,2,3.140723
0.796004,3,3.143264
-0.702159,4,3.146588
